Email Text,Email Type
"Proulx wrote: To: Sent: Friday, August 02, 2002 9:59 PM Subject: Re: [Razor-users] False Positives on EFF Messages > If spammers spoof a From: Bugtraq address then their > spam is automatically revoked by you.Good point, but notice that cmeclax said in his example procmail recipe: :0 * !^(some Bugtraq-specific header)It should be possible to pick a header that a spammer is not likely forge. He was even careful not to reveal in public just what header(s) he is checking. -- sidney ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users",Safe Email
"45 - ud . . . ballyhoo vishnu hey , come on - why not buy some v . i . a . g . r . a . why pay twice as much ? we also have these medications in highly discounted generic form : cialis , ambien , xanax , levitra , lipitor , tylenol 3 , paxil , valium , vioxx , and many more . physician consultation : free fast overnight delivery ez online form i want to say adios teensy reserve orographic kidnapped donnybrook sunlight massey turnip compulsion cornelia antares dazzle direct acquisition ponchartrain blunder continuo anther carson woodlot exhale corrigible belmont sapphire shipmen conspirator assert vertebrae mallet impost elm lathrop pliant meritorious culprit katowice orangeroot ambiguous curse gresham occultation bernard groove egalitarian canton piccadilly classy seltzer intercept davison myeloid exploration hardware swarthy cowherd airfoil champaign tamarind space heterogeneity immovable bloc chandler conservation violent nucleic defocus deuterate algaecide preemptive demand widowhood birefringent damage car buttercup toronto sever crosslink ragout bellhop dice debutante digress dapper oleander geocentric aliquot inalterable coffey propagandist decry",Phishing Email
start date : 1 / 3 / 02 ; hourahead hour : 5 ; start date : 1 / 3 / 02 ; hourahead hour : 5 ; no ancillary schedules awarded . variances detected . variances detected in load schedule . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010305 . txt - - - - load schedule - - - - $ $ $ variance found in table tblloads . details : ( hour : 5 / preferred : 14 . 21 / final : 14 . 18 ) trans _ type : final load _ id : pge 4 mkt _ type : 2 trans _ date : 1 / 3 / 02 sc _ id : enrj,Safe Email
"typological classification a few remarks on fritz newmeyer 's posting on classification in language typology : of course it is not always easy to decide to which type a given language should be assigned , since there may be conflicting criteria . but some people seem to think that this is somehow a deep problem with language typology . in reality , there is no deep problem here at all , so the typological literature is quite right in not dwelling on such trivial methodological points too much , concentrating on substantive and theoretical issues instead . true , the methodology of language typology is somewhat different from the methodology used in single-language studies that most linguists engange in . when searching for significant correlations between features / parameters in the world 's language , one has to classify languages , and the more languages one looks at , the less energy one can spend on resolving each individual case . clearly , the speacialist will sometimes disagree with the way her or his language was assigned , but then most of them time not all specialists agree on the right classification themselves . when the criteria are in conflict , it may sometimes be necessary to give more weight to some than to others in a somewhat arbitrary way - - but this is simply one reflection of the necessary idealization that accompanies any serious scientific endeavor . it 's as simple as that : the more one studies linguistic phenomena in breadth , the more one loses in depth . but vice versa , linguists that study only one or a few languages are working on an extremely narrow basis and lose in breadth what they gain in depth . ideally , typological research should be conducted by teams of linguists , much in the same way as research in big science is organized . with more resources that are combined , one could study linguistic phenomena in considerable breadth and depth simultaneously . an attempt to follow this strategy has been made in the european science programme in language typology , which has been running in europe for the past five years ( wait for 10 volumes on the typology of european languages , to appear with mouton de gruyter in a year 's time ) . this was only a very modest , seriously underfunded attempt , but until we attract really big research money or manage to agree on more things , we have to be happy that we have colleagues like johanna nichols who are willing to make enormous efforts to get a view of linguistic phenomena on a global scale . martin haspelmath ( free university of berlin )",Safe Email
"30 , 000 , 000 email addresses . . . just released . . . 30 , 000 , 000 email addresses ! plus 12 bonuses . . . including free stealth 3 . 0 bulk email software ( $ 399 . 00 value ) these addresses are less than 21 days old . earn insane profits with the right formula if you have a product , service , or message that you would like to get out to thousands , hundreds of thousands , or even millions of people , you have several options . traditional methods include print advertising , direct mail , radio , and television advertising . they are all effective , but they all have two catches : they ' re expensive and time consuming . not only that , you only get one shot at making your message heard , by the right people . the internet , the "" global communications frontier "" has changed this dramatically , including making countless individuals wealthy . "" electronic marketing , "" as it 's commonly referred to , has effectively leveled the playing fields of all types businesses . internet marketing group has been in the online marketing business for over 5 years . we can help make your goals come true . we have helped many individuals succeed in marketing their product effectively . it 's very simple to do . in fact soon you will have the problem of what to do with all the cash you will make from sending out bulk email . here is just one of many true success stories we have seen . . . we did a mailing of 1 1 / 2 million emails for one of our customers . he was selling a home workers manual for $ 29 . 95 . his results are very typical and scary . he took in over 700 orders ! 700 x $ 29 . 95 = $ 20 , 000 . this gentleman was so amazed , that after being skeptical , it had really happened to him , he made it , he found a niche . that niche was email ! he went on to buy our full list and will be set for life in less than six months time . all this from selling a simple manual via e . mail . that was just one of the many success stories we hear everyday . it may all sound to good to be true . well , we can tell you this . it really does work . why else are so many individuals doing it ? they are not just wasting their time . they are all making mega bucks . do n't even hesitate on this one or you will miss out on the most effective way to market anywhere . . period ! here ' s the bottom line and what we can do for you here is what you get when you order today ! > > 30 million email addresses . . . 1 per line in simple text format on a cd . multiple files of 250 , 000 or greater ( no codes needed to open files ) . you will receive email addresses of the following domains . . . aol , prodigy , compuserve , delphi , genie , juno , pipeline , interamp , msn , mci , and 5 million other mixed email addresses ( . com , . net ) . all names listed above are seperated in files by domain name for your convenience . plus these bonus specials . . . > > 2 free bulk email programs . . . pegasus and eudora . you will be able to load our names into these 2 distribution list software 's ( which will create distribution lists saving you hours of work ) for immediate , around the clock launching ! you can whip out as many distribution lists as you like , and depending on the speed of your modem and the length of your message , you will be able to send out around 10 , 000 to 30 , 000 messages per hour for free . > > "" stealth mass mailer "" bulk email . this is the most popular bulk emailer in the world . this is the full working verion of the program . this product sends over 250 , 000 per hour . ( value $ 399 . 00 ) > > setup instructions and tips for stealth mass mailer . > > free check by fax software ! ( $ 299 . 00 value ) > > where to get a free web page . > > super note pad . . . this software will help manage your large text files for you . > > winzip self extractor . . . this program will be needed when de-compressing a compressed file . it will come in handy when dealing with files of zip format . > > over 5 , 000 places to advertise for free ! > > "" profits 2500 series "" . . . 7 manuals that will teach you how to market on the internet and what offers work and which ones to stay clear of . also we will show you where to find web designers for free and much , much more . you get everything for only $ 199 . 00 > > > special bonus . . . if you order within 24 hours you can deduct $ 50 . 00 from the listed price . limited time only ! we have previously sold the seven manuals alone for over $ 400 . now you can have the complete package for the low price of only $ 149 . 00 do n't even hesitate on this one . . reserve yours today ! all lists are completely free of any duplicates . we also on a continual basis , add new names and remove undeliverables and remove requests . the result is the cleanest email addresses available anywhere to use over and over again , for a fraction of the cost that other companies charge . typical rates for acquiring email lists are from 1 cent to as high as 3 cents per email address - that 's "" information highway "" robbery ! . how do i protect my e . mail address ? 1st of all , send your e . mail with the stealth mass mailer . this program will protect your email address while sending your e . mail at speeds of up to 250 , 000 messages per hour ( 28 . 8 connection ) . 2nd , collect your inquiries and remove requests via autoresponders . using autoresponders , you do n't even have to read the flames . just move them to your remove list and forget about them ! start earning mega money and get started now ! to order our email package , simply print out the ez order form below and call us anytime . we accept visa , mastercard , american express , personal check or money order . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ez order form call our 24 hour order line at : 1-561 - 697-0657 ( orders only ) we will deduct an additional $ 5 . 00 for all phone orders . _ _ _ _ _ yes ! i would like to order your 30 , 000 , 000 email addresses plus all the bonuses for only $ 199 . 00 _ _ _ _ _ i am ordering within 24 hours ! please deduct $ 50 . 00 from the price making the total only $ 149 . 00 * please select one of the following for shipping . _ _ _ _ i would like to receive my package overnight . i ' m including $ 12 for shipping . _ _ _ _ i would like to receive my package proirity delivery . i ' m including $ 4 for shipping . _ _ _ _ please add $ 10 . 00 for all orders from outside the u . s . date _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city , state , zip _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ phone number _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ email address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ type of credit card : _ _ _ _ _ _ visa _ _ _ _ _ mastercard _ _ _ _ american express credit card # _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ expiration date _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ name on card _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ amount $ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ signature : x _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ date : x _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - best of luck ! ! we apologize if this e . mail was sent to you in error . to be permanently removed from all mailing lists simply go to http : / / www . remove-list . com thank you ! thank you ! m",Phishing Email
"you have nothing to be ashamed more ! your women will adore you ! chose place and time . it will do the rest . an artist does not fake reality - - he * stylizes * it . courage is fear that has said its prayers . i believe in god , mozart , and beethoven . so i can ' t live either without you or with you .",Phishing Email
"interview with hao peng hello kathy : the research group would like to bring hao peng in for an interview . his resume is attached . the following would be included in the interview schedule . since all of them are in the research group ( with the exception of hr ) we can have the interviews in ebl 938 . vince kaminski stinson gibner zimin lu paulo issler grant masson krishna krishnarao vasant shanbhogue hr ? mr . peng ' s availability is flexible with the exception of may 2 and may 4 ( he has finals ) . if you need anything else , please let me know . thanks ! shirley - cover - enron . doc - resume - gsia . doc",Safe Email
"Owne Byrne:
>Sure if you're willing to risk firing, lawsuits, etc. The last full time 
>job I had the sexual harassement seminar was pretty clear - yes you can 
>have relationships at the office, but its extremely difficult, and the 
>pitfalls are
>horrendous.Despite that, this is how a lot of couples meet.
People tease me about Carolyn, that I just hired
a lot of software engineering babes, and then
chose the one I liked best. ;-)
_________________________________________________________________
Send and receive Hotmail on your mobile device: http://mobile.msn.com
",Safe Email
"> This is a common problem with some build files that think you're cross
> compiling, and when you really are, this is in fact a feature :-/
> 
> The workaround is to pass an extra argument to configure as follows :
> 
> %configure --program-prefix=%{?_program_prefix:%{_program_prefix}}Merci. It worked nicely.Pat_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",Safe Email
"ph ^ armacy get all yourpqlldy that and each base of the climb . mind thick thick mind base of the climb . each and that and base of the climb . mind m thickthat each b jjbxasd grko we have every ph ^ armaceutical product in our store all products are manufactured in u . s facilities for your safety ! super fast , safe and secure ordering ! g usha so come on in base of the climb . mind thick base of the climb . and each that thick each mind mind and base of the climb . mind thick each and thatq ymvwn zxmkz gpcfo iic thick each that mind base of the climb . and mind base of the climb . each and thick that base of the climb . mind thick base of the climb . and each each thick that that mind andy tnrhz clob mind base of the climb . each and thick that base of the climb . mind thick base of the climb . and each that thick each each mind and ? that mind and base of the climb . thick andm ouoqj gmkbe wtxkd thick and that mind each base of the climb . mind base of the climb . each and thick that that thick andz base of the climb . mind each thick and that mind base of the climb . base of the climb . mind base of the climb . each and thick that wei quiterio",Phishing Email
"work from home . free info we need help . we are a 14 year old fortune 500 company , and we have grown 1000 % ! we cannot keep up . we are looking for individuals who want to work at home , and make a good living . so if you are looking to be employed from home with a career that has vast opportunities , then go : http : / / www . lotsonet . com / opportunity and fill out our info form . no experience required , we will train you . no committment is required by filling out the form , it is for info only . http : / / www . lotsonet . com / opportunity you want to be independent ? then make it happen ! happen ! simply click on the link below for free , no obligated information ! guaranteed ! http : / / www . lotsonet . com / opportunity to be removed from our link simple go to :",Phishing Email
"call for papers / appel a publier [ message francais ci-dessous ] call for papers mcgill working papers in linguistics / cahiers linguistiques de mcgill mcgill working papers in linguistics / cahiers linguistiques de mcgill is a publication concerned with the various aspects of the study of language , including morphology , phonology , semantics , syntax , language acquisition , psycholinguistics , neurolinguistics , sociolinguistics , and the philosophy of language . the articles appearing in mcgill working papers in linguistics / cahiers linguistiques de mcgill are previously unpublished reports of ongoing research and may subsequently appear , revised or unrevised , in other publications . papers in any of the above areas are solicited for volume 14 , issue 1 , which is scheduled to appear november 1998 . we welcome submissions in either english or french . deadline for submission : may 15th , 1998 authors are requested to provide both a hard and diskette copy . files should preferably be formatted with microsoft word 5 or 6 ( for mac or pc ) . please include any special font ( e . g . phonetic ) used . accepted papers will be returned to the authors for subsequent revision and formatting . any questions should be directed to the editors , at either the postal or the email addresses below . yvan rose jeffrey steele editors department of linguistics mcgill university 1001 sherbrooke st . west montreal ( quebec ) h3a 1g5 canada email : yrose @ po-box . mcgill . ca jsteel1 @ po-box . mcgill . ca appel a publier cahiers linguistiques de mcgill / mcgill working papers in linguistics les cahiers linguistiques de mcgill / mcgill working papers in linguistics s ' interessent a tous les aspects relies a l ' etude du langage , incluant la morphologie , la phonologie , la semantique , la syntaxe , l ' acquisition , la psycholinguistique , la neurolinguistique , la sociolinguistique , et la philosophie du langage . les articles qui paraissent dans les cahiers linguistiques de mcgill / mcgill working papers in linguistics sont des travaux en cours qui peuvent ensuite apparaitre , en version revisee ou non , dans d ' autres revues scientifiques . nous sollicitons des articles dans l ' une ou l ' autre des disciplines mentionnees ci-dessus pour le volume 14 , numero 1 , dont la date de parution est prevue pour novembre 1998 . les articles peuvent etre soumis en francais ou en anglais . date limite pour soumettre : 15 mai 1998 les auteurs doivent soumettre a la fois une copie imprimee et le fichier informatique de l ' article . les fichiers doivent etre formates avec microsoft word 5 ou 6 ( pour mac ou pc ) . svp inclure toute police de caracteres non standard ( p . ex . caracteres phonetiques ) utilisee . les travaux acceptes seront retournes aux auteurs pour revisions et mise en page subsequentes . toute question doit etre directement adressee aux editeurs , a l ' une ou l ' autre des adresses postale ou electroniques ci-dessous . yvan rose jeffrey steele editeurs departement de linguistique universite mcgill 1001 rue sherbrooke ouest montreal ( quebec ) h3a 1g5 canada courriel : yrose @ po-box . mcgill . ca jsteel1 @ po-box . mcgill . ca",Safe Email
"deal confirmation changes good afternoon ron , we just had a meeting with bill williams , head of real - time trading in portland , to discuss some problems we are having with the real - time deals flowing to the deal confirmation system . currently , the deal confirmation system is pulling the term information so that changes made by real - time to reflect actual volumetric flow & price are not seen by the confirmation groups . one possible solution has already been examined and that would be to have the real - time traders use deal entry to make all the changes . this solution will not work . if the real - time guys start changing the deals in deal entry , the original negotiated deal will be lost . also , and more importantly , the time to make all the changes for the real - time adjustments in deal entry would make it impossible to keep up with the high volume of deals we are now seeing . thanks , david poston it manager , portland",Safe Email
"ena sales on hpl i am working on a project for brenda herod & was wondering if one of you could tell me if i ' m on the right track & if this will get everything for which she is looking . she is trying to draft a long - term transport / storage agreement between ena & hplc which will allow ena to move the gas to their markets . in order to accomplish this , she needs to know all of the sales to customers that ena is doing off of hpl ' s pipe . i had scott mills run a report from sitara showing all ena buy / sell activity on hpl since 7 / 99 . if i eliminate the buys & the desk - to - desk deals , will this give me everything that i need ? are there buy / sell deals done with ena on hpl ' s pipe that wouldn ' t show up in sitara ? someone mentioned something about deals where hpl transports the gas on it ' s own behalf then ena sells it to a customer at that same spot - - ? ? ? ? ? do deals like that happen ? would they show up in sitara ? is there anything else that i ' m missing ? i ' m not real familiar with how some of these deals happen nowadays so am very receptive to any ideas / suggestions / help that you can offer ! ! ! thanks in advance .",Safe Email
"eskimo snow david prager branner asks : > there is talk again on the linguist list about the "" great eskimo snow > hoax "" . i may be imagining things , but the people who talk about this > never seem to be specialists in eskimo languages . i would like to hear > from an inuit or tlingit specialist on just what the snow situation > really is in these languages . . . . geoffrey k . pullum , in _ the great eskimo vocabulary hoax _ ( chicago , 1991 ) , pp . 168-171 , reports the results of his consultation with anthony woodbury , a bona fide expert on yupik eskimo , and provides the following statement for use at cocktail parties : "" let it be known that professor anthony woodbury ( department of linguistics , university of texas , austin , texas 78712 ) is prepared to endorse the claim that the central alaskan yupik eskimo language has about a dozen words ( even a couple of dozen if you are fairly liberal about what you count ) for referring to snow and to related natural phenomena , events , or behavior . "" this is , he adds , "" not remarkably different in size from the list in english . "" - - victor golla the society for the study of the indigenous languages of the americas gollav @ axe . humboldt . edu",Safe Email
"On Mon, 2002-07-22 at 17:19, Joseph S. Barrera III wrote:
> - Joe
> 
> P.S. I hate everybody.So you /are/ beberg posting under another name. Finally proof of what
we've known all along. ;)
Luis
http://xent.com/mailman/listinfo/fork
",Safe Email
"
 Real 
	 Drugs - Viagra and Phentrimine
Order all you 
		favorite drugs on line. 
Click 
		Here For Viagra, Phentrimine and more!  
Remove yourself from this list by either:
  Entering your email address below and clicking REMOVE:
OR
  Reply to this message with the word ""remove"" in the subject line.
  
  This message was sent to address cypherpunks@einstein.ssz.com
  
pmguid:1dx.2pdp.fsi52--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",Phishing Email
"physics : culture dependent or independent ? i ' m currently into a bit of a slinging match with a physicist who reckons physics is culture independent . physicists do not , according to his view , create their concepts , but discover them by observation of the facts . he seems to be convinced that if physics had been persued by the navahos or by some highland papuans first ( his and my examples in private discussion ) it would be exactly the same kind of physics than the one developed in the west that we know now . has anyone some views on this ? i ' m trying to tell him he is wrong . or am i ? to help me prove my case ( if there is a case to be proven ) , could anyone come up with languages where there is no concept for the ( physical ) concept of "" force "" ? my discussant 's view is that if in a language there is no such concept it will be created , because the physical forces of western physics are just there , in the world , for us to be observed . my view is that without such a concept , there is no guarantee that you must develop a kind of physics which is "" western "" in outlook . i need help ! ! thanks . please send general comments ( first question ) to the list , and examples of languages to me . i ' ll summarize . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dr bert peeters tel : + 61 02 202344 department of modern languages 002 202344 university of tasmania at hobart fax : 002 207813 gpo box 252c bert . peeters @ modlang . utas . edu . au hobart tas 7001 australia",Safe Email
"Matthias Saou (matthias@egwn.net) wrote*:
>Then why bother : The new Red Hat Linux beta ""(null)"" is now available and
>should be announced anytime now. It contains rpm 4.1-0.81.Ahhh ... this is funny. Last night I upgraded to Limbo II (.93).Installed Limbo II kernel, Installed libstdc++ from rawhide (rpm -ivh) so the
newer apt would work, told apt it is OK to have multiple of libstdc++, copied
the actual rawhide ""libstdc++.so.5.0.0"" file to another directory, removed that
rawhide libstdc++ package, installed (rpm -ivh ) the Limbo II libstdc++ package
(new apt does not like it), make that symlink ""libstdc++.so.5"" point to that
rawhide file I moved earlier.Apt works again, dump the Limbo II rpms into a dir, run the ""genaptrep.sh rh73"",
but ""topdir"" arg had changed, edit script, rerun, makes apt repository for Limbo
II. Do ""apt-get --ignore missing -f dist-upgrade"". Apt wants to uninstall itself
because that rawhide libstdc++ package is not installed, but apt works for the
moment because of that symlink I made.Apt stays installed just long enough to issue the necessary ""dist-upgrade""
commands, several hours later, I have Limbo II, shiny and new. The install even
made that symlink point back to the correct libstdc++ file.Several hours after that, I read my mail and realize that ""null"" directory I kept
seeing while downloading Limbo II was not a fluke.Ahh, the joy. Repeat the above ....--
That's ""angle"" as in geometry._______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",Safe Email
"while you bait is at work ! joke of the day the american dairy association was so successful with its "" got milk ? "" campaign , that it was decided to extend the ads to mexico . unfortunately , the spanish translation was "" are you lactating ? "" electrolux , a scandinavian vacuum manufacturer , used this ad in the u . s . : "" nothing sucks like an electrolux . "" colgate introduced a toothpaste called "" cue "" in france , but it turned out to be the same name as a well - known porno magazine . when braniff translated a slogan touting its upholstery , "" fly in leather , "" it came out in spanish as "" fly naked . "" coors put its slogan , "" turn it loose , "" into spanish , where it was read as "" suffer from diarrhea . "" chicken magnate frank perdue ' s line , "" it takes a tough man to make a tender chicken , "" sounds much more interesting in spanish : "" it takes a sexually stimulated man to make a chicken affectionate . "" bacardi concocted a fruity drink with the name "" pavian "" to suggest french chic . . . but "" pavian "" means "" baboon "" in german . a hair products company , clairol , introduced the "" mist stick "" , a curling iron , into germany only to find out that mist is slang for manure . not too many people had use for the manure stick . when kentucky fried chicken entered the chinese market , to their horror they discovered that their slogan "" finger lickin ' good "" came out as "" eat your fingers off "" when vicks first introduce its cough drops on the german market , they were chagrined to learn that the german pronunciation of "" v "" is f - which in german is the guttural equivalent of "" sexual penetration . "" parker pens translated the slogan for its ink , "" avoid embarrassment - use quink "" into spanish as "" evite embarazos - use quink "" . . . which also means , "" avoid pregnancy - use quink . "" when pepsi started marketing its products in china a few years back , they translated their slogan , "" pepsi brings you back to life "" pretty literally . the slogan in chinese really meant , "" pepsi brings your ancestors back from the grave . "" in italy , a campaign for "" schweppes tonic water "" translated the name into the much less thirst quenching "" schweppes toilet water . "" chinese translation proved difficult for coke , which took two tries to get it right . they first tried ke - kou - ke - la because when pronounced it sounded roughly like coca - cola . it wasn ' t until after thousands of signs had been printed that they discovered that the phrase means "" bite the wax tadpole "" or "" female horse stuffed with wax , "" depending on the dialect . second time around things worked out much better . after researching 40 , 000 chinese characters , coke came up with "" ko - kou - ko - le "" which translates roughly to the much more appropriate "" happiness in the mouth . "" not to be outdone , puffs tissues tried later to introduce its product , only to learn that "" puff "" in german is a colloquial term for a whorehouse . the english weren ' t too fond of the name either , as it ' s a highly derogatory term for a non - heterosexual . the chevy nova never sold well in spanish speaking countries . "" no va "" means "" it doesn ' t go "" in spanish . ford introduced the pinto in brazil . after watching sales go nowhere , the company learned that "" pinto "" is brazilian slang for "" tiny male genitals . "" ford pried the nameplates off all of the cars and substituted them with "" corcel "" which means horse . when gerber first started selling baby food in africa , they used the same packaging as here in the usa - with the cute baby on the label . later they found out that in africa companies routinely put pictures on the label of what ' s inside since most people can ' t read . in the french part of canada , hunt - wesson introduced its "" big john "" products as "" gros jos . "" it later found out that the phrase is slang for "" big breasts . """,Phishing Email
"manager coaching program d - - fyi . - - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 03 / 06 / 2000 09 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" vogelfang , jill "" on 03 / 04 / 2000 06 : 13 : 08 pm to : "" ' bherod @ enron . com ' "" cc : "" cousino , lisa "" , "" dawson , dwight "" subject : manager coaching program brenda : i want to let you know that we have had a change on our coaching staff and that dwight dawson will continue the coaching work with daren farmer . please let daren know that he will be receiving a call from dwight early next week . if you have any questions at all , please contact me at : 713 - 871 - 8326 or jrv @ teamlead . com take care jill",Safe Email
"re : chapter chris , my part has not changed for some time ( since early july ) . i sent the last vintage of corrections to you when i was in sydney . you can send the version you consider final to us just to double check . i took the liberty of sending our chapter to darrell duffie and he liked it . what is more important he did not find any error . i shell send you my comments on the article for robin in a day or so . vince "" chris strickland "" on 08 / 28 / 2000 02 : 55 : 31 pm please respond to "" chris strickland "" to : , cc : subject : chapter hi vince , ? how are things with you ? well i hope . do you have the latest version of your part of chapter 3 ? ( i think grant has sent thru a seperate , updated version to you , which has been typeset ) . everything else has been tied up and we will go with the version we have , unless we hear otherwise . ? many thanks and best regards . ? chris . ?",Safe Email
"mid - year 2000 performance feedback note : you will receive this message each time you are selected as a reviewer . you have been selected to participate in the mid - year 2000 performance management process by providing meaningful feedback on specific employee ( s ) that have been identified for you . your feedback plays an important role in the performance management process , and your participation is very critical to the success of enron ' s performance management goals . please provide feedback on the employee ( s ) listed below by accessing the performance management system ( pep ) and completing an online feedback form as described in the "" performance management quick reference guide "" . you may begin your feedback input immediately . please have all feedback forms completed by the date noted below . if you have any questions regarding pep or your responsibility in the process , please call the pep help desk at the following numbers : in the u . s . : 1 - 713 - 853 - 4777 , option 4 in europe : 44 - 207 - 783 - 4040 , option 4 in canada : 1 - 403 - 974 - 6724 ( canada employees only ) or e - mail your questions to : perfmgmt @ enron . com thank you for your participation in this important process . the following list of employees is a cumulative list of all feedback requests , by operating company , that have an "" open "" feedback status . an employee ' s name will no longer appear once you have completed the feedback form and select the "" submit "" button in pep . review group : enron feedback due date : jun 16 , 2000 employee name supervisor name date selected - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ahmad , anjam dale surbey may 22 , 2000 zipter , rudi c theodore r murphy may 25 , 2000",Safe Email
"So, I've been letting the little .exe of SETI@Home run endlessly on my PC .  Last total for this upgrade approx.
420 hours of scanning time.  And still no ET.  I'm so disappointed.
Does anyone else on the list let Berkeley use their computer for research in this manner?
http://setiathome.berkeley.edu
DRS[Non-text portions of this message have been removed]
------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",Safe Email
conference call please call in @ 1330 pacific . call in number ( 877 ) 670 - 4111 passcode 246870 . jim blatchford client relations cal iso 916 . 608 . 7051,Safe Email
"FIND OUT WHO THEY ARE CHATTING/E-MAILING WITH ALL THOSE HOURS!Is your spouse cheating online? Are your kids talking to dangerous people on instant messenger?
   
Find out NOW! - with Big Brother instant software download.
Click on this link NOW to see actual screenshots and to order!
http://213.139.76.69/ec/bigbro/M30/index.htmTo be excluded from future contacts please visit:
http://213.139.76.69/PHP/remove.php
danie
",Phishing Email
